序號,英文名稱,中文名稱,中國大陸譯名,來源網站
764,dust fan,除塵風機,排尘通风机,https://terms.naer.edu.tw/
765,dynamic balance of rotor,轉子的動態均衡；轉子的動態平衡,转子的动平衡,https://terms.naer.edu.tw/
766,Dynamic control,動態控制；動力控制,动态控制,https://terms.naer.edu.tw/
767,dynamic load,動力負載,动载荷,https://terms.naer.edu.tw/
768,dynamic measurement,動態測量；動態測定,动态测量,https://terms.naer.edu.tw/
769,earth resistance meter,大地電阻計,接地电阻表,https://terms.naer.edu.tw/
770,eccentric mandrel,偏心模,偏心模,https://terms.naer.edu.tw/
771,eccentric pump,偏心泵,偏心轴泵,https://terms.naer.edu.tw/
772,economizer,省煤器；節熱器；省油器,省煤器,https://terms.naer.edu.tw/
773,eddy current flaw detector,渦流探傷器,涡流探伤仪,https://terms.naer.edu.tw/
774,eddy current testing instrument,渦流測試儀表；渦流試驗儀表,涡流检测仪,https://terms.naer.edu.tw/
775,edge joint,邊緣接合,端接接头,https://terms.naer.edu.tw/
776,Edge recognition,邊緣識別,边缘识别,https://terms.naer.edu.tw/
777,edge-flange joint,捲邊接頭,卷边接头,https://terms.naer.edu.tw/
778,EDM instrument,EDM 儀器,电磁波测距仪,https://terms.naer.edu.tw/
779,ejection,彈射,脱模,https://terms.naer.edu.tw/
780,ejector,彈射器；噴射器,喷射器,https://terms.naer.edu.tw/
781,ejector,彈射器；噴射器,顶出器,https://terms.naer.edu.tw/
782,ejector die,活動模,动模,https://terms.naer.edu.tw/
783,ejector drilling head,噴嘴鑽頭,喷吸钻,https://terms.naer.edu.tw/
784,elastic element,彈性元件,弹性元件,https://terms.naer.edu.tw/
785,elastic impact,彈性衝擊,弹性碰撞,https://terms.naer.edu.tw/
786,elastic link,彈性連桿,弹性构件,https://terms.naer.edu.tw/
787,electric boiler,電熱鍋爐,电加热锅炉,https://terms.naer.edu.tw/
788,electric contact liquid-in-glass thermometer,電接點玻璃溫度計,电接点玻璃温度计,https://terms.naer.edu.tw/
789,Electric control,電控制,电气控制,https://terms.naer.edu.tw/
790,electric current transducer,電流傳感器,电流传感器,https://terms.naer.edu.tw/
791,electric drill,電鑽,电钻,https://terms.naer.edu.tw/
792,electric drive,電力驅動,电气传动,https://terms.naer.edu.tw/
793,electric field strength transducer,電場強度傳感器,电场强度传感器,https://terms.naer.edu.tw/
794,electric induction furnace,電感應電爐,感应电炉,https://terms.naer.edu.tw/
795,electric nibbler,電動囓切機,电冲剪,https://terms.naer.edu.tw/
796,Electric power governor,電力調節器,电力调节器,https://terms.naer.edu.tw/
797,electric quantity transducer,電量傳感器,电学量传感器,https://terms.naer.edu.tw/
798,electric resistance furnace,電阻爐,电阻炉,https://terms.naer.edu.tw/
799,electric vehicle，EV,電動車,电动汽车,https://terms.naer.edu.tw/
800,electric welding machine,電焊機,电焊机,https://terms.naer.edu.tw/
801,electric-hydraulic controller,電動液壓控制器,电液控制,https://terms.naer.edu.tw/
802,electrical measuring instrument,電測定儀器,电工测量仪器仪表,https://terms.naer.edu.tw/
803,electrical zero adjuster,電零位調整器,电零位调节器,https://terms.naer.edu.tw/
804,electro-optical distance meter,光電測距儀,光电测距仪,https://terms.naer.edu.tw/
805,electro-slag welding,電熱熔碴焊接,电渣焊,https://terms.naer.edu.tw/
806,electrochemical corrosion,電化腐蝕；電化學腐蝕,电化学腐蚀,https://terms.naer.edu.tw/
807,electrode holder,電熔接條夾把；電焊條夾把；電極座,焊钳,https://terms.naer.edu.tw/
808,electrodynamic instrument,電動式儀表；力測儀表,电动式仪表,https://terms.naer.edu.tw/
809,electrogas welding,電氣焊,气电立焊,https://terms.naer.edu.tw/
810,electrolytic powder,電解粉末；電解[金屬]粉,电解粉,https://terms.naer.edu.tw/
811,electromagnetic clutch,電磁離合器,电磁离合器,https://terms.naer.edu.tw/
812,electromagnetic instrument,電磁儀器,电磁式仪表,https://terms.naer.edu.tw/
813,electromagnetic pump,電磁泵,电磁泵,https://terms.naer.edu.tw/
814,electromagnetic transducer,電磁轉換器；電磁傳感器；電磁變換器,电磁式传感器,https://terms.naer.edu.tw/
815,electrometer,靜電計,静电计,https://terms.naer.edu.tw/
816,electron beam gun,電子槍,电子束枪,https://terms.naer.edu.tw/
817,electron beam surface alloying,電子束表面合金化,电子束表面合金化,https://terms.naer.edu.tw/
818,electron beam welding,電子束熔接，電子束銲接,电子束焊,https://terms.naer.edu.tw/
819,electron beam welding machine,電子束銲機,电子束焊机,https://terms.naer.edu.tw/
820,electron energy analyzer,電子能量分析器,电子能量分析器,https://terms.naer.edu.tw/
821,electron gun,電子槍,电子枪,https://terms.naer.edu.tw/
822,electron microscope,電子顯微鏡,电子显微镜,https://terms.naer.edu.tw/
823,electron spectrometer,電子[能]譜儀,电子能谱仪,https://terms.naer.edu.tw/
824,electronic analogue-to-digital convertor,電子類比數位轉換器,电子模/数转换器,https://terms.naer.edu.tw/
825,Electronic control,電子控制,电子控制,https://terms.naer.edu.tw/
826,electronic lens,電子透鏡,电子透镜,https://terms.naer.edu.tw/
827,electronic level,電子水平儀,电子水准仪,https://terms.naer.edu.tw/
828,electronic measuring instrument,電子量測儀器,电子测量[仪器]仪表,https://terms.naer.edu.tw/
829,electronic optical instrument,電子光學儀器,电子光学仪器,https://terms.naer.edu.tw/
830,electronic plane table equipment,電子平板設備,电子平板仪,https://terms.naer.edu.tw/
831,electronic range theodolite,電子測距經緯儀,电子测距光学经纬仪,https://terms.naer.edu.tw/
832,electronic tacheometer,電子全站儀,电子快速测距仪,https://terms.naer.edu.tw/
833,electronic theodolite,電子經緯儀,电子经纬仪,https://terms.naer.edu.tw/
834,electronic-controlled printer,電控列印機,电子印像机,https://terms.naer.edu.tw/
835,electrophoresis meter,電泳儀,电泳仪,https://terms.naer.edu.tw/
836,electroplating,電鍍,电镀,https://terms.naer.edu.tw/
837,electroscope,驗電器,验电器,https://terms.naer.edu.tw/
838,electroslag furnace,電渣爐,电渣炉,https://terms.naer.edu.tw/
839,electrostatic instrument,靜電儀器,静电系仪表,https://terms.naer.edu.tw/
840,elementary work,基本功,微元功,https://terms.naer.edu.tw/
841,elevating platform fire truck,登高平台消防車,登高平台消防车,https://terms.naer.edu.tw/
842,elevation,正視圖；高度；海拔；仰角；標高；高程,立面图,https://terms.naer.edu.tw/
843,elevator,電梯，升降機，升降舵,提升机,https://terms.naer.edu.tw/
844,emergency rescue fire vehicle,緊急救援消防車,抢险救援消防车,https://terms.naer.edu.tw/
845,emergency service vehicle,緊急服務車輛,救险车,https://terms.naer.edu.tw/
846,emission spectrum instrument,發射光譜儀,发射光谱仪器,https://terms.naer.edu.tw/
847,emission standard,排放標準,排放标准,https://terms.naer.edu.tw/
848,en masse conveyor,集體運送機,埋刮板输送机,https://terms.naer.edu.tw/
849,end tab,〔銲〕引弧板,引弧板,https://terms.naer.edu.tw/
850,endurance test,持久試驗；耐航試驗,耐振试验,https://terms.naer.edu.tw/
851,engagement of the cutting edge,刀刃銜接,吃刀量,https://terms.naer.edu.tw/
852,engine displacement，engine swept volume,引擎排氣量；發動機排氣量,发动机排量,https://terms.naer.edu.tw/
853,engine with externally supplied ignition,外部點燃式引擎,外源点燃式发动机,https://terms.naer.edu.tw/
854,Engineering cybernetics,工程控制論,工程控制论,https://terms.naer.edu.tw/
855,engineering level,工程水準,工程水准仪,https://terms.naer.edu.tw/
856,engineering theodolite,工程經緯儀,工程经纬仪,https://terms.naer.edu.tw/
857,enveloping worm,環面蝸桿; 球面蝸桿,环面蜗杆,https://terms.naer.edu.tw/
858,environmental error,環境誤差,环境误差,https://terms.naer.edu.tw/
859,epidemic control vehicle,防疫車,防疫车,https://terms.naer.edu.tw/
860,equivalent link,等效連桿；等質連桿；等量連桿,等效构件,https://terms.naer.edu.tw/
861,equivalent mass,等效質量；相當質量,等效质量,https://terms.naer.edu.tw/
862,ermomagnetic oxygen analyzer,熱磁式氧分析器,热磁式氧分析器,https://terms.naer.edu.tw/
863,erosion effect,腐蝕效應；腐蝕作用。腐蝕效應,腐蚀效应,https://terms.naer.edu.tw/
864,erosion wash,冲蝕清洗,冲砂,https://terms.naer.edu.tw/
865,erosion-corrosion,沖蝕-腐蝕；沖蝕腐蝕,磨损腐蚀,https://terms.naer.edu.tw/
866,Error theory,誤差理論,误差理论,https://terms.naer.edu.tw/
867,escalator,電扶梯,自动扶梯,https://terms.naer.edu.tw/
868,ethanol vehicle,乙醇汽車,乙醇汽车,https://terms.naer.edu.tw/
869,evacuated die casting,真空壓鑄,真空压铸,https://terms.naer.edu.tw/
870,excavator,掘鑿機，挖掘機,挖掘机,https://terms.naer.edu.tw/
871,exhaust steam turbine,排汽輪機；排汽渦輪機,乏汽轮机,https://terms.naer.edu.tw/
872,expander,擴張器；擴管器,膨胀机,https://terms.naer.edu.tw/
873,expanding,擴展,扩口,https://terms.naer.edu.tw/
874,expansion turbine，turbo-expander,膨脹式渦輪機,透平膨胀机,https://terms.naer.edu.tw/
875,Expert system,專家系統,专家系统,https://terms.naer.edu.tw/
876,explosion prevention lift,防爆電梯,防爆电梯,https://terms.naer.edu.tw/
877,explosive mix and charge vehicle,炸藥混合進料車,炸药混装车,https://terms.naer.edu.tw/
878,explosives transport van,爆破器材運輸車,爆破器材运输车,https://terms.naer.edu.tw/
879,extensometer,伸長計；伸縮計,引伸计,https://terms.naer.edu.tw/
880,external cylindrical grinding machine,外圓磨床,外圆磨床,https://terms.naer.edu.tw/
881,extraction steam turbine,抽汽式汽輪機,抽汽式汽轮机,https://terms.naer.edu.tw/
882,extrusion,外延；擠出；擠壓；擠製；凸出｛疲勞滑動面｝；擠型；驅逐繪畫；噴出[作用]；極擠壓；噴出；核的排除；機伸 ; 侵出 ; 擠製件；沖塞；伸延；押出；突出；排出,挤压,https://terms.naer.edu.tw/
883,extrusion die,擠壓模,挤压模,https://terms.naer.edu.tw/
884,extrusion press,擠壓機,挤压机,https://terms.naer.edu.tw/
885,face milling machine,平面銑床,端面铁床,https://terms.naer.edu.tw/
886,facing sand,面砂,面砂,https://terms.naer.edu.tw/
887,fame furnace,flame furnace 焰爐,火焰炉,https://terms.naer.edu.tw/
888,fan,風扇；螺旋槳；風機,通风机,https://terms.naer.edu.tw/
889,fan，air blower,風扇；螺旋槳；風機；鼓風機,风机,https://terms.naer.edu.tw/
890,farthest dwell angle,遠接點閉角,远休止角,https://terms.naer.edu.tw/
891,fatigue,疲勞；疲乏,疲劳,https://terms.naer.edu.tw/
892,fatigue damage,疲勞損傷,疲劳损伤,https://terms.naer.edu.tw/
893,fatigue life,疲勞壽命,疲劳寿命,https://terms.naer.edu.tw/
894,fatigue limit,疲勞限界；疲勞極限,疲劳极限,https://terms.naer.edu.tw/
895,fatigue strength,疲勞強度,疲劳强度,https://terms.naer.edu.tw/
896,fatigue test,疲勞試驗,疲劳试样,https://terms.naer.edu.tw/
897,fatigue test,疲勞試驗,疲劳试验,https://terms.naer.edu.tw/
898,Fault diagnosis expert system,故障診斷專家系統,故障诊断专家系统,https://terms.naer.edu.tw/
899,feed energy,進刀能[量]；進給能[量]；進水能[量],进给能,https://terms.naer.edu.tw/
900,feed mechanism for seedling,送苗機構,栽种器,https://terms.naer.edu.tw/
901,feed power,進刀功率；進刀動力；進給功率；進給動力；進水功率；進文動力,进给功率,https://terms.naer.edu.tw/
902,feed rate,進給率,进给量,https://terms.naer.edu.tw/
903,feed speed,進給速率,进给速度,https://terms.naer.edu.tw/
904,Feedback,反饋；回授；回降；迴饋；音訊回授,反馈,https://terms.naer.edu.tw/
905,feedback control,回饋控制；反饋控制；返饋控制；回授控制；迴饋控制,闭环控制,https://terms.naer.edu.tw/
906,feeder,進給器；饋電線；冒口；補給口；給料器,给料机械,https://terms.naer.edu.tw/
907,Feedforward control,前饋控制；前瞻控制,前馈控制,https://terms.naer.edu.tw/
908,feeler,測隙片，觸桿,塞尺,https://terms.naer.edu.tw/
909,ferro-alloy,合金鐵；鐵合金；鑄合金,铁合金,https://terms.naer.edu.tw/
910,ferrodynamic instrument,鐵磁動態儀表,铁磁电动式仪表,https://terms.naer.edu.tw/
911,fiducial error,信任誤差；基準誤差,引用误差,https://terms.naer.edu.tw/
912,file,銼，檔案,锉刀,https://terms.naer.edu.tw/
913,fillet joint,圓角頭接合,角接接头,https://terms.naer.edu.tw/
914,fillet weld,填角熔接；填角銲道,角焊缝,https://terms.naer.edu.tw/
915,filter,過濾器，濾波器，過濾盤,过滤器,https://terms.naer.edu.tw/
916,filter,過濾器，濾波器，過濾盤,滤光片,https://terms.naer.edu.tw/
917,final controlling element,最終控制元件；執行元件,执行器,https://terms.naer.edu.tw/
918,final drive,最後驅動，最後減速齒輪裝置,主减速器,https://terms.naer.edu.tw/
919,fine blanking die,精冲模,精冲模,https://terms.naer.edu.tw/
920,fine boring machine,精密搪床,精镗床,https://terms.naer.edu.tw/
921,fine-crystal superplastic forming,細晶超塑成形,细晶超塑成形,https://terms.naer.edu.tw/
922,finish forging,最後鍛造,终锻,https://terms.naer.edu.tw/
923,finishing cut,精切削,光整加工,https://terms.naer.edu.tw/
924,fire tube,火管,炉胆,https://terms.naer.edu.tw/
925,fire water pump,消防泵,消防泵,https://terms.naer.edu.tw/
926,fire-extinguishing water tanker,水罐消防車,水罐消防车,https://terms.naer.edu.tw/
927,fire-tube boiler,火管鍋爐,火管锅炉,https://terms.naer.edu.tw/
928,firefighter lift,消防員升降機,消防员电梯,https://terms.naer.edu.tw/
929,first angle method,第一角法,第一角画法,https://terms.naer.edu.tw/
930,fish eye,銀點,白点,https://terms.naer.edu.tw/
931,fit,配合；接合,配合,https://terms.naer.edu.tw/
932,fit tolerance,配合公差,配合公差,https://terms.naer.edu.tw/
933,fixed bed dryer,固定床烘乾機,固定床干燥机,https://terms.naer.edu.tw/
934,fixed blade Deriaz turbine,固定葉片狄瑞爾斯渦輪機,斜流定桨式水轮机,https://terms.naer.edu.tw/
935,fixed die,固定模,定模,https://terms.naer.edu.tw/
936,fixed link,固定桿,固定构件,https://terms.naer.edu.tw/
937,fixture,固定物；夾具；型架；定位裝具；配件；零件；定位器；夾緊裝置；裝置夾；裝置,夹具,https://terms.naer.edu.tw/
938,fixture for inspection,檢驗夾具,检验夹具,https://terms.naer.edu.tw/
939,flame cutting machine,火焰切割機,火焰切割机,https://terms.naer.edu.tw/
940,flame tube,燄管；焰管；火管,炉胆,https://terms.naer.edu.tw/
941,flange,凸緣；輪緣（鐵路）；法蘭,法兰,https://terms.naer.edu.tw/
942,flange die,翻邊模,翻边模,https://terms.naer.edu.tw/
943,flanging,翻邊；折邊；翻口；冷輾,翻边,https://terms.naer.edu.tw/
944,flaring die,擴口模,扩口模,https://terms.naer.edu.tw/
945,flashback,回閃，逆燃,回火,https://terms.naer.edu.tw/
946,flask,模箱，砂箱，燒瓶,砂箱,https://terms.naer.edu.tw/
947,flask separator,砂箱分離機,分箱机,https://terms.naer.edu.tw/
948,flat belt,平皮帶,平带,https://terms.naer.edu.tw/
949,flat belt drive,平皮帶驅動,平带传动,https://terms.naer.edu.tw/
950,flat die thread rolling,平模螺紋滾製,搓丝,https://terms.naer.edu.tw/
951,flat spring,板片彈簧,平弹簧,https://terms.naer.edu.tw/
952,flat tea roasting machine with many groove type,多槽式扁形茶烘焙機,多槽式扁茶炒制机,https://terms.naer.edu.tw/
953,flat type tea roasting machine,扁形茶烘焙機,扁形茶炒制机,https://terms.naer.edu.tw/
954,flat welding；downhand welding； flush welding；flush weld ；downhand welding,平面位置焊接。平焊,平焊,https://terms.naer.edu.tw/
955,flattening,扁率；壓扁作用；扁平率； 平坦化,校平,https://terms.naer.edu.tw/
956,flattening die,壓扁模,校平模,https://terms.naer.edu.tw/
957,flexible die,彈性模；彎曲模；可撓模,柔性模,https://terms.naer.edu.tw/
958,"flexible fuel vehicle, FFV",彈性燃料車,灵活燃料汽车,https://terms.naer.edu.tw/
959,flexible link,可撓連桿；彎曲連桿,挠性构件,https://terms.naer.edu.tw/
960,flexible machining line，FML,彈性加工生產線,柔性加工自动线,https://terms.naer.edu.tw/
961,flexible manufacturing cell，FMC,彈性製造單元,柔性制造单元,https://terms.naer.edu.tw/
962,float flowmeter,浮子流量計,浮子流量计,https://terms.naer.edu.tw/
963,floating controller,浮動控制器,无定位控制器,https://terms.naer.edu.tw/
964,floating crane,水上起重機；起重船,浮式起重机,https://terms.naer.edu.tw/
965,floating link,浮桿,连杆,https://terms.naer.edu.tw/
966,flow control valve,流量控制閥,流量控制阀,https://terms.naer.edu.tw/
967,flow diagram,流程圖,流程图,https://terms.naer.edu.tw/
968,Flow regulator,流量調節器,流量调节器,https://terms.naer.edu.tw/
969,Flow transducers,流量傳感器,流量传感器,https://terms.naer.edu.tw/
970,flowmeter,流量計；流量錶；流量表,流量计,https://terms.naer.edu.tw/
971,fluid conveyor,流體輸送機,流体输送机,https://terms.naer.edu.tw/
972,fluid coupling,液壓聯軸器，液體配合，液力傳動器 ; 流體聯結器，流體承接器,液力偶合器,https://terms.naer.edu.tw/
973,fluid pumping vehicle,排液車,排液车,https://terms.naer.edu.tw/
974,fluid sand,流砂（造模用）。,流态砂,https://terms.naer.edu.tw/
975,fluidized bed dryer,浮動層乾燥機,流化床干燥机,https://terms.naer.edu.tw/
976,fluidized-bed boiler,流化床鍋爐；沸騰鍋爐,流化床锅炉,https://terms.naer.edu.tw/
977,fluorescence microscope,螢光顯微鏡,荧光显微镜,https://terms.naer.edu.tw/
978,fluting,冰蝕槽；槽蝕作用,沟蚀,https://terms.naer.edu.tw/
979,flux,焊劑；溶劑；通量,焊剂,https://terms.naer.edu.tw/
980,flux,焊劑；溶劑；通量,熔剂,https://terms.naer.edu.tw/
981,flux cored wire,藥芯銲條；含銲劑芯銲線；複合銲線,药芯焊丝,https://terms.naer.edu.tw/
982,flux meter,磁通計；通量計,磁通表,https://terms.naer.edu.tw/
983,flywheel,飛輪,飞轮,https://terms.naer.edu.tw/
984,foam fire tanker,泡沫消防車,泡沫消防车,https://terms.naer.edu.tw/
985,focusing lens,聚焦透鏡,调焦镜,https://terms.naer.edu.tw/
986,folding die,折模,折边模,https://terms.naer.edu.tw/
987,follow-up control,追蹤控制；跟催控制；隨動控制；跟蹤控制,随动控制,https://terms.naer.edu.tw/
988,foot valve,底閥,底阀,https://terms.naer.edu.tw/
989,force standard machine,力標準機,力标准机,https://terms.naer.edu.tw/
990,force transducer,力換能器,力传感器,https://terms.naer.edu.tw/
991,forestry tractor,林業用曳引機,林业拖拉机,https://terms.naer.edu.tw/
992,forging,鍛造，鍛件,锻造,https://terms.naer.edu.tw/
993,forging and stamping,鍛壓,锻压,https://terms.naer.edu.tw/
994,forging die,鍛模,锻模,https://terms.naer.edu.tw/
995,forging flow line,鍛造流線,锻造流线,https://terms.naer.edu.tw/
996,forging furnace,鍛爐,锻造加热炉,https://terms.naer.edu.tw/
997,forging hammer,鍛鎚,锻锤,https://terms.naer.edu.tw/
998,forging hydraulic press,鍛造液壓機,锻造液压机,https://terms.naer.edu.tw/
999,forging roll,鍛軋輥,辊锻机,https://terms.naer.edu.tw/
1000,forging welding,鍛接，鍛焊,锻接,https://terms.naer.edu.tw/
1001,forgings,鍛件,锻件,https://terms.naer.edu.tw/
1002,fork lift truck,堆高車,叉车,https://terms.naer.edu.tw/
1003,form tolerance,形狀公差,形状公差,https://terms.naer.edu.tw/
1004,format,格式；版式；型式,图纸幅面,https://terms.naer.edu.tw/
1005,former,繞線模,旋压模,https://terms.naer.edu.tw/
1006,forming,型成；成形；定型；構成；模鑄,成形加工,https://terms.naer.edu.tw/
1007,forming,型成；成形；定型；構成；模鑄,[粉末]成形（粉末成形）,https://terms.naer.edu.tw/
1008,forming die,成型鏌,成形模,https://terms.naer.edu.tw/
1009,forward-control passenger car,前控客車,短头乘用车,https://terms.naer.edu.tw/
1010,fossil-fuel-fired boiler,化石燃料鍋爐,化石燃料锅炉,https://terms.naer.edu.tw/
1011,founding,鑄造；澆鑄,铸造,https://terms.naer.edu.tw/
1012,foundry,鑄造，鑄工廠,铸造,https://terms.naer.edu.tw/
1013,four-bar mechanism,四連桿機構,四杆机构,https://terms.naer.edu.tw/
1014,four-stroke cycle,四衝程循環,四冲程循环,https://terms.naer.edu.tw/
1015,four-stroke engine,四衝程[動力]機,四冲程发动机,https://terms.naer.edu.tw/
1016,four-wheel drive tractor,四輪驅動式曳引機,四轮驱动拖拉机,https://terms.naer.edu.tw/
1017,fracturing pipeline truck,壓裂管路卡車,压裂管汇车,https://terms.naer.edu.tw/
1018,fracturing pump,壓裂泵,压裂泵,https://terms.naer.edu.tw/
1019,fracturing truck,壓裂卡車,压裂车,https://terms.naer.edu.tw/
1020,frame,框；架；構架,车架,https://terms.naer.edu.tw/
1021,Francis turbine,法蘭西斯水輪機；佛氏水輪機,混流式水轮机,https://terms.naer.edu.tw/
1022,free piston compressor,自由活塞壓縮機,自由活塞压缩机,https://terms.naer.edu.tw/
1023,freeze drying,冷凍乾燥,冷冻干燥,https://terms.naer.edu.tw/
1024,freezing,凝固；凍結；冰凍,冷冻,https://terms.naer.edu.tw/
1025,frequency meter,頻率計,频率表,https://terms.naer.edu.tw/
1026,fresh leaf grader,鮮葉分級機,鲜叶分级机,https://terms.naer.edu.tw/
1027,fresh leaf spin-drier,鮮葉脫水機,鲜叶脱水机,https://terms.naer.edu.tw/
1028,fretting fatigue,磨損疲勞；磨蝕疲勞；磨耗疲勞,微动疲劳,https://terms.naer.edu.tw/
1029,friction,摩擦，摩擦力,摩擦,https://terms.naer.edu.tw/
1030,friction clutch,摩擦離合器,摩擦式离合器,https://terms.naer.edu.tw/
1031,friction clutch,摩擦離合器,摩擦式离合器,https://terms.naer.edu.tw/
1032,friction error,摩擦誤差,轻敲位移,https://terms.naer.edu.tw/
1033,friction material,摩擦材料,摩擦材料,https://terms.naer.edu.tw/
1034,friction power,摩擦功率；摩擦動力,摩擦功率,https://terms.naer.edu.tw/
1035,friction wheel drive,摩擦輪驅動,摩擦轮传动,https://terms.naer.edu.tw/
1036,friction work,摩擦功,摩擦功,https://terms.naer.edu.tw/
1037,front drive axle,前驅動橋,前驱动桥,https://terms.naer.edu.tw/
1038,front view,正視圖，前視圖,主视图,https://terms.naer.edu.tw/
1039,fuel injection pump,燃料噴射泵，噴油泵,喷油泵,https://terms.naer.edu.tw/
1040,fuel injection pump,燃料噴射泵，噴油泵,喷油泵,https://terms.naer.edu.tw/
1041,fuel injector,燃油噴射器；噴油器,喷油器,https://terms.naer.edu.tw/
1042,full mold process,全模法,实型铸造,https://terms.naer.edu.tw/
1043,full-port valve,全徑閥門,全径阀门,https://terms.naer.edu.tw/
1044,fundamental deviation,基本偏差,基本偏差,https://terms.naer.edu.tw/
1045,fundamental method of measurement,基本量測法,基本测量法,https://terms.naer.edu.tw/
1046,fundamental tolerance,基本公差,标准公差,https://terms.naer.edu.tw/
1047,funiculars,索的，臍帶的，精索的,缆车,https://terms.naer.edu.tw/
1048,furnace,爐子；燃燒室；爐膛；爐,炉膛,https://terms.naer.edu.tw/
1049,furnace,爐子；燃燒室；爐膛；爐,炉胆,https://terms.naer.edu.tw/
1050,furnace and heat recovery area,爐及熱回收區,锅炉本体,https://terms.naer.edu.tw/
1051,fusible pattern injection,壓制熔模,压制熔模,https://terms.naer.edu.tw/
1052,fusion welding,熔焊；熔接,熔[化]焊,https://terms.naer.edu.tw/
1053,Fuzzy control system,模糊控制系統,模糊控制系统,https://terms.naer.edu.tw/
1054,gage,計；表；規,量规,https://terms.naer.edu.tw/
1055,gage block,規矩塊，塊規,量块,https://terms.naer.edu.tw/
1056,gagger,鐵骨,砂钩,https://terms.naer.edu.tw/
1057,galvanometer,電流計,检流计,https://terms.naer.edu.tw/
1058,gamma-ray detection apparatus,γ射線探傷機,γ射线探伤机,https://terms.naer.edu.tw/
1059,gantry type milling machine,龍門銑床,龙门式铣床,https://terms.naer.edu.tw/
1060,garbage dump truck,自卸式垃圾車,自卸式垃圾车,https://terms.naer.edu.tw/
1061,garbage-fired boiler,垃圾鍋爐　,垃圾焚烧锅炉,https://terms.naer.edu.tw/
1062,gas chromatograph,氣相色譜儀,气相色谱仪,https://terms.naer.edu.tw/
1063,gas compressor vehicle,氣體壓縮機車,压缩机车,https://terms.naer.edu.tw/
1064,gas duct,風道,烟道,https://terms.naer.edu.tw/
1065,gas engine,煤氣機；燃氣引擎,煤气机,https://terms.naer.edu.tw/
1066,gas engine,煤氣機；燃氣引擎,燃气发动机,https://terms.naer.edu.tw/
1067,gas metal arc welding， GMAW,氣體金屬弧銲,气体保护焊,https://terms.naer.edu.tw/
1068,gas shielded arc welding machine,氣體保護弧焊機,气体保护弧焊机,https://terms.naer.edu.tw/
1069,gas thermometer,氣體溫度計,气体温度计,https://terms.naer.edu.tw/
1070,gas turbine,燃氣輪機；燃氣渦輪,燃气轮机,https://terms.naer.edu.tw/
1071,gas-fuel engine,氣體燃料引擎,气体燃料内燃机,https://terms.naer.edu.tw/
1072,gas-fuel-fired boiler,氣體燃料鍋爐,气体燃料锅炉,https://terms.naer.edu.tw/
1073,gas-tight fan,氣密式風扇,气密式通风机,https://terms.naer.edu.tw/
1074,gaseous corrosion,氣體腐蝕,气体腐蚀,https://terms.naer.edu.tw/
1075,gasoline engine,汽油機；汽油引擎,汽油机,https://terms.naer.edu.tw/
1076,gasoline engine,汽油機；汽油引擎,汽油机,https://terms.naer.edu.tw/
1077,gate valve,閘閥,闸阀,https://terms.naer.edu.tw/
1078,gating system,澆注系統,浇注系统,https://terms.naer.edu.tw/
1079,gauge pressure,表壓力,表压,https://terms.naer.edu.tw/
1080,gauge pressure transducer,計壓力換能器,表压传感器,https://terms.naer.edu.tw/
1081,gear box,齒輪箱,变速箱,https://terms.naer.edu.tw/
1082,gear chamfering machine,齒輪倒角機,齿轮倒角机,https://terms.naer.edu.tw/
1083,gear cutting machine,切輪機,齿轮加工机床,https://terms.naer.edu.tw/
1084,gear grinding machine,磨齒機,磨齿机,https://terms.naer.edu.tw/
1085,gear hob,滾齒刀,齿轮滚刀,https://terms.naer.edu.tw/
1086,gear hobbing machine,滾齒機,滚齿机,https://terms.naer.edu.tw/
1087,gear honing machine,搪齒機,珩齿机,https://terms.naer.edu.tw/
1088,gear pump,齒輪泵,齿轮泵,https://terms.naer.edu.tw/
1089,gear pump,齒輪泵,齿轮泵,https://terms.naer.edu.tw/
1090,gear rolling machine,齒輪滾床,挤齿机,https://terms.naer.edu.tw/
1091,gear shaper cutter,刨齒刀,插齿刀,https://terms.naer.edu.tw/
1092,gear shaping machine,齒輪刨製機,插齿机,https://terms.naer.edu.tw/
1093,gear shaving cutter,刮齒刀,剃齿刀,https://terms.naer.edu.tw/
1094,gear shaving machine,齒輪刮光機,剃齿机,https://terms.naer.edu.tw/
1095,general plan,總圖,总布置图,https://terms.naer.edu.tw/
1096,general purpose agricultural tractor,通用農用曳引機,一般用途农业拖拉机,https://terms.naer.edu.tw/
1097,general purpose drawbar trailer,通用拖桿拖車,通用牵引杆挂车,https://terms.naer.edu.tw/
1098,general purpose fan,通用風扇,通用通风机,https://terms.naer.edu.tw/
1099,general purpose goods vehicle,通用貨車,普通货车,https://terms.naer.edu.tw/
1100,general purpose machine tool,通用機床,通用机床,https://terms.naer.edu.tw/
1101,General system theory,一般系統理論,一般系统理论,https://terms.naer.edu.tw/
1102,geneva wheel,間歇工作輪，星形輪,槽轮,https://terms.naer.edu.tw/
1103,geological compass,地質指南針；地質羅盤,地质罗盘仪,https://terms.naer.edu.tw/
1104,geometry car,檢測車,检测车,https://terms.naer.edu.tw/
1105,geothermal steam turbine,地熱汽輪機,地热汽轮机,https://terms.naer.edu.tw/
1106,globe valve,球閥,截止阀,https://terms.naer.edu.tw/
1107,go gage,通過規,过规,https://terms.naer.edu.tw/
