序號,英文名稱,中文名稱,來源網站
4715,column capital,柱冠,https://terms.naer.edu.tw/
4716,column chromatography,柱式色層分析法,https://terms.naer.edu.tw/
4717,column clamp,柱模固定裝置,https://terms.naer.edu.tw/
4718,column connection,柱接頭,https://terms.naer.edu.tw/
4719,column curve,柱曲線,https://terms.naer.edu.tw/
4720,column footing,柱基腳,https://terms.naer.edu.tw/
4721,column matrix,行矩陣,https://terms.naer.edu.tw/
4722,column method of execution,擋土柱工法,https://terms.naer.edu.tw/
4723,column shear,柱剪力,https://terms.naer.edu.tw/
4724,column side,柱側面,https://terms.naer.edu.tw/
4725,column strip,柱列帶,https://terms.naer.edu.tw/
4726,column strips,柱列帶,https://terms.naer.edu.tw/
4727,column supported pier,支柱式橋墩,https://terms.naer.edu.tw/
4728,coma,彗星像差；彗形像差,https://terms.naer.edu.tw/
4729,comb grain,徑面木紋,https://terms.naer.edu.tw/
4730,combination point bearing and friction pile,點承摩擦混合樁,https://terms.naer.edu.tw/
4731,combination railing,複合式護欄；複合式欄杆,https://terms.naer.edu.tw/
4732,combination survey,合併複丈 ,https://terms.naer.edu.tw/
4733,combination-type self-compacting concrete,併用系自充填混凝土,https://terms.naer.edu.tw/
4734,combined available chlorine,結合有效氯,https://terms.naer.edu.tw/
4735,combined available residual chlorine,結合有效餘氯,https://terms.naer.edu.tw/
4736,combined chlorine residual,結合餘氯,https://terms.naer.edu.tw/
4737,combined dredger,聯合浚挖機；聯合挖泥機,https://terms.naer.edu.tw/
4738,combined efficiency,綜合效率,https://terms.naer.edu.tw/
4739,combined factor,聯合因子,https://terms.naer.edu.tw/
4740,combined footing,聯合基腳,https://terms.naer.edu.tw/
4741,combined footing foundation,聯合基腳,https://terms.naer.edu.tw/
4742,combined gradation of aggregate,混合粒料級配,https://terms.naer.edu.tw/
4743,combined load,組合載重,https://terms.naer.edu.tw/
4744,combined mechanism,組合機構,https://terms.naer.edu.tw/
4745,combined nitrogen,結合氮,https://terms.naer.edu.tw/
4746,combined residual chlorination,結合餘氯法,https://terms.naer.edu.tw/
4747,combined sewer,合流式下水道,https://terms.naer.edu.tw/
4748,combined sewerage system,合流式下水道系統,https://terms.naer.edu.tw/
4749,combined strain,組合應變,https://terms.naer.edu.tw/
4750,combined system,合流系統,https://terms.naer.edu.tw/
4751,combined treatment,合併處理,https://terms.naer.edu.tw/
4752,combined wastewater,混合廢水,https://terms.naer.edu.tw/
4753,combined water,結合水,https://terms.naer.edu.tw/
4754,combined-aggregate grading,粗細粒料混合級配,https://terms.naer.edu.tw/
4755,combustibility,可燃性,https://terms.naer.edu.tw/
4756,combustible solid wastes,可燃性垃圾,https://terms.naer.edu.tw/
4757,combustion,燃燒,https://terms.naer.edu.tw/
4758,combustion chamber,燃燒室,https://terms.naer.edu.tw/
4759,combustion chamber heat loading,燃燒室熱負荷,https://terms.naer.edu.tw/
4760,combustion chamber liner,燃燒室襯砌,https://terms.naer.edu.tw/
4761,combustion efficiency,燃燒效率,https://terms.naer.edu.tw/
4762,combustion equipment,燃燒設備,https://terms.naer.edu.tw/
4763,combustion heat,燃燒熱,https://terms.naer.edu.tw/
4764,come-along,緊線夾{設備},https://terms.naer.edu.tw/
4765,comfort,舒適度,https://terms.naer.edu.tw/
4766,comfort boundary,舒適度範圍,https://terms.naer.edu.tw/
4767,comfort equation,舒適方程式,https://terms.naer.edu.tw/
4768,comfort expectation,舒適期望值,https://terms.naer.edu.tw/
4769,comfort index,舒適指數,https://terms.naer.edu.tw/
4770,comfort nomogram,[ASHRAE]舒適列線圖表,https://terms.naer.edu.tw/
4771,comfort standard,[ASHRAE]舒適標準,https://terms.naer.edu.tw/
4772,comfort ventilation,舒適通風,https://terms.naer.edu.tw/
4773,comfort zone,[ASHRAE]舒適區域,https://terms.naer.edu.tw/
4774,command,指令{資訊},https://terms.naer.edu.tw/
4775,command and control regulation,命令及控制條例,https://terms.naer.edu.tw/
4776,command-line interface,命令行介面,https://terms.naer.edu.tw/
4777,command-type block system,指令式閉塞制,https://terms.naer.edu.tw/
4778,commencement report,開工報告,https://terms.naer.edu.tw/
4779,commensalism,片利共生,https://terms.naer.edu.tw/
4780,commerce,商業,https://terms.naer.edu.tw/
4781,commercial activity,商業活動,https://terms.naer.edu.tw/
4782,commercial area,商業地區；商業區,https://terms.naer.edu.tw/
4783,commercial aviation,商用航空,https://terms.naer.edu.tw/
4784,commercial center,商業中心,https://terms.naer.edu.tw/
4785,commercial city,商業城市,https://terms.naer.edu.tw/
4786,commercial construction,商辦營建,https://terms.naer.edu.tw/
4787,commercial district,商業區,https://terms.naer.edu.tw/
4788,commercial general liability insurance,商業綜合責任險,https://terms.naer.edu.tw/
4789,commercial hierarchy,商業階層,https://terms.naer.edu.tw/
4790,commercial impracticability,商務[契約]不符實際性,https://terms.naer.edu.tw/
4791,commercial spatial structure,商業空間結構,https://terms.naer.edu.tw/
4792,commercial vehicle,營業車輛,https://terms.naer.edu.tw/
4793,comminuting screen,磨碎篩,https://terms.naer.edu.tw/
4794,comminution,磨碎,https://terms.naer.edu.tw/
4795,comminutor,磨碎機,https://terms.naer.edu.tw/
4796,commissioner,試運轉測試者;功能測試者,https://terms.naer.edu.tw/
4797,commissioning,測試啟用,https://terms.naer.edu.tw/
4798,commissioning program plan,[承商]施作計畫,https://terms.naer.edu.tw/
4799,commitment,承諾,https://terms.naer.edu.tw/
4800,committed cost,已投入成本,https://terms.naer.edu.tw/
4801,committed dose,約定劑量,https://terms.naer.edu.tw/
4802,common arrangement of work sections,工作劃分之共通安排,https://terms.naer.edu.tw/
4803,common data,共通資料,https://terms.naer.edu.tw/
4804,common data environment,共用資料環境,https://terms.naer.edu.tw/
4805,common data environment (CDE),共用資料環境,https://terms.naer.edu.tw/
4806,common facility,共用設施,https://terms.naer.edu.tw/
4807,common identifier,共同識別碼,https://terms.naer.edu.tw/
4808,common property,共有財產,https://terms.naer.edu.tw/
4809,common service,共用服務,https://terms.naer.edu.tw/
4810,common sewer,公用下水道,https://terms.naer.edu.tw/
4811,common-ion effect,共同離子效應,https://terms.naer.edu.tw/
4812,common-situs picketing,罷工現場糾察；罷工現場勸阻上工,https://terms.naer.edu.tw/
4813,commons,公地；共有財,https://terms.naer.edu.tw/
4814,communicable disease,傳染性疾病,https://terms.naer.edu.tw/
4815,communication,通信；溝通,https://terms.naer.edu.tw/
4816,communication and data processing equipment,通訊及數據處理設備,https://terms.naer.edu.tw/
4817,communication and signaling equipment room,通訊與號誌設備室,https://terms.naer.edu.tw/
4818,communication based train control (CBTC),通訊式列車控制系統,https://terms.naer.edu.tw/
4819,communication block system,通訊閉塞制,https://terms.naer.edu.tw/
4820,communication circuit,通訊迴路,https://terms.naer.edu.tw/
4821,communication management plan,溝通管理計畫,https://terms.naer.edu.tw/
4822,communication objective,溝通目標,https://terms.naer.edu.tw/
4823,communication port,通訊埠,https://terms.naer.edu.tw/
4824,community,群落；社區；社群,https://terms.naer.edu.tw/
4825,community area,社區地區,https://terms.naer.edu.tw/
4826,community center,社區中心,https://terms.naer.edu.tw/
4827,community development,社區發展,https://terms.naer.edu.tw/
4828,community development plan,社區發展計畫,https://terms.naer.edu.tw/
4829,community disaster prevention,社區防災,https://terms.naer.edu.tw/
4830,community educational facility,社區教育設施,https://terms.naer.edu.tw/
4831,community facility,社區設施,https://terms.naer.edu.tw/
4832,community facility plan,社區設施計畫,https://terms.naer.edu.tw/
4833,community facility planning,社區設施規劃,https://terms.naer.edu.tw/
4834,community facility standard,社區設施標準,https://terms.naer.edu.tw/
4835,community health and environmental surveillance system (CHESS),社會健康與環境監控系統,https://terms.naer.edu.tw/
4836,community participation,社區參與,https://terms.naer.edu.tw/
4837,community planning,社區規劃,https://terms.naer.edu.tw/
4838,community rating system,社區評等系統,https://terms.naer.edu.tw/
4839,community recreational facility,社區遊憩設施,https://terms.naer.edu.tw/
4840,community-level diversity,群落多樣性,https://terms.naer.edu.tw/
4841,commuter,通勤者,https://terms.naer.edu.tw/
4842,commuter line,通勤路線,https://terms.naer.edu.tw/
4843,commuter rail,通勤鐵路,https://terms.naer.edu.tw/
4844,commuter service,通勤[運輸]服務,https://terms.naer.edu.tw/
4845,commuting distance,通勤距離,https://terms.naer.edu.tw/
4846,commuting traffic,通勤交通,https://terms.naer.edu.tw/
4847,compact city,緊密城市；集約城市,https://terms.naer.edu.tw/
4848,compact development,緊密發展,https://terms.naer.edu.tw/
4849,compact flange,結實翼板,https://terms.naer.edu.tw/
4850,compact material,壓實材料,https://terms.naer.edu.tw/
4851,compact section,結實斷面,https://terms.naer.edu.tw/
4852,compact settlement,緊密聚落,https://terms.naer.edu.tw/
4853,compact unbraced length,結實無支撐長度,https://terms.naer.edu.tw/
4854,compact web,結實腹板,https://terms.naer.edu.tw/
4855,compacted fill,夯實填土,https://terms.naer.edu.tw/
4856,compacted strand,曲線絞索,https://terms.naer.edu.tw/
4857,compactibility,夯實性,https://terms.naer.edu.tw/
4858,compacting equipment,夯實用具,https://terms.naer.edu.tw/
4859,compacting factor,夯實因數；搗實因數,https://terms.naer.edu.tw/
4860,compacting factor test,密實係數試驗,https://terms.naer.edu.tw/
4861,compaction,夯實；搗實；壓縮,https://terms.naer.edu.tw/
4862,compaction by rolling,滾壓,https://terms.naer.edu.tw/
4863,compaction effort,夯實能量,https://terms.naer.edu.tw/
4864,compaction equipment,夯實機具；夯實設備,https://terms.naer.edu.tw/
4865,compaction factor,夯實因數,https://terms.naer.edu.tw/
4866,compaction grouting,夯實灌漿,https://terms.naer.edu.tw/
4867,compaction pile,夯實樁,https://terms.naer.edu.tw/
4868,compaction pressure,夯實壓力,https://terms.naer.edu.tw/
4869,compaction test,夯實試驗,https://terms.naer.edu.tw/
4870,comparability,比較性,https://terms.naer.edu.tw/
4871,comparative statement,比較表,https://terms.naer.edu.tw/
4872,comparator,坐標量測儀,https://terms.naer.edu.tw/
4873,compartment kiln,分室乾燥窯,https://terms.naer.edu.tw/
4874,COMPASS,北斗衛星導航系統,https://terms.naer.edu.tw/
4875,compass,羅盤儀,https://terms.naer.edu.tw/
4876,compass locator,羅向定位臺,https://terms.naer.edu.tw/
4877,compass locator outer marker,外定位信標臺,https://terms.naer.edu.tw/
4878,compass rule,羅盤儀法則,https://terms.naer.edu.tw/
4879,compass variation,磁偏角,https://terms.naer.edu.tw/
4880,compass variation,磁偏角,https://terms.naer.edu.tw/
4881,compatibility,相容性；一致性,https://terms.naer.edu.tw/
4882,compatibility equation,相容方程式,https://terms.naer.edu.tw/
4883,compatibility matrix,相容矩陣,https://terms.naer.edu.tw/
4884,compatibility torsion,位移一致扭矩;位移契合扭矩,https://terms.naer.edu.tw/
4885,compensating error,補償誤差 ,https://terms.naer.edu.tw/
4886,compensating grade,折減坡度,https://terms.naer.edu.tw/
4887,compensating plate,調整板,https://terms.naer.edu.tw/
4888,compensation current,補償洋流,https://terms.naer.edu.tw/
4889,compensation for damage,損壞賠償,https://terms.naer.edu.tw/
4890,compensation point,補償點,https://terms.naer.edu.tw/
4891,compensation water,補償放水,https://terms.naer.edu.tw/
4892,competent authority,權責機構,https://terms.naer.edu.tw/
4893,competition,競爭；生存競爭,https://terms.naer.edu.tw/
4894,competitive exclusion,競爭淘汰,https://terms.naer.edu.tw/
4895,competitive inhibition,競爭性抑制,https://terms.naer.edu.tw/
4896,competitive tender,競爭型招標,https://terms.naer.edu.tw/
4897,compilation,編纂；編圖；編譯,https://terms.naer.edu.tw/
4898,compilation worksheet,編纂底圖,https://terms.naer.edu.tw/
4899,compiled map,編纂圖,https://terms.naer.edu.tw/
4900,complementary bidding,陪標,https://terms.naer.edu.tw/
4901,complementary hue,互補色,https://terms.naer.edu.tw/
4902,complementary hue progression,互補色色階,https://terms.naer.edu.tw/
4903,complementary solution,補助解,https://terms.naer.edu.tw/
4904,complementary work,補功；餘功,https://terms.naer.edu.tw/
4905,complete contraction,全收縮,https://terms.naer.edu.tw/
4906,complete flood control,完全防洪;完全洪水控制,https://terms.naer.edu.tw/
4907,complete penetration,全滲透{銲接},https://terms.naer.edu.tw/
4908,complete penetration groove weld,全滲透開槽銲道,https://terms.naer.edu.tw/
4909,complete-mix reactor,完全混合反應槽,https://terms.naer.edu.tw/
4910,completed test,完全試驗,https://terms.naer.edu.tw/
4911,completed-contract method,全部完工法{會計},https://terms.naer.edu.tw/
4912,completely mixed aerated lagoon,完全混合曝氣氧化塘,https://terms.naer.edu.tw/
4913,completeness,完整性,https://terms.naer.edu.tw/
4914,completion,完工,https://terms.naer.edu.tw/
4915,completion,完工,https://terms.naer.edu.tw/
4916,completion and handover,完工移交,https://terms.naer.edu.tw/
4917,completion document,竣工文件,https://terms.naer.edu.tw/
4918,completion schedule,完工進度表,https://terms.naer.edu.tw/
4919,completion schedule analysis,完工時程表分析,https://terms.naer.edu.tw/
4920,complex compliance,複變順應模數；複變柔度,https://terms.naer.edu.tw/
4921,complex compound,錯化合物,https://terms.naer.edu.tw/
4922,complex function,複變函數,https://terms.naer.edu.tw/
4923,complex ion,錯離子,https://terms.naer.edu.tw/
4924,complex marshalling yard,複式貨車調車場,https://terms.naer.edu.tw/
4925,complex media,複合培養基,https://terms.naer.edu.tw/
4926,complex modulus,複數模數,https://terms.naer.edu.tw/
4927,complex modulus of elasticity,複數彈性模數,https://terms.naer.edu.tw/
4928,complex pollution,複合污染,https://terms.naer.edu.tw/
4929,complex potential,複勢；複數位勢,https://terms.naer.edu.tw/
4930,complex salt,錯合鹽,https://terms.naer.edu.tw/
4931,complex shear compliance,複變剪力順應模數；複變剪力柔度,https://terms.naer.edu.tw/
4932,complex solid,複雜實體,https://terms.naer.edu.tw/
4933,complex truss,複式桁架,https://terms.naer.edu.tw/
4934,complexation,錯合作用,https://terms.naer.edu.tw/
4935,complexes,錯合物,https://terms.naer.edu.tw/
4936,complexing,錯化作用,https://terms.naer.edu.tw/
4937,complexing agent,錯合劑,https://terms.naer.edu.tw/
4938,complexometric titration,錯離子滴定法,https://terms.naer.edu.tw/
4939,compliance,柔度；順從性；力移比,https://terms.naer.edu.tw/
4940,compliance requirement,合格要求,https://terms.naer.edu.tw/
4941,complimentary bidding,陪標,https://terms.naer.edu.tw/
4942,component,元件；構材；構件；成分；組件,https://terms.naer.edu.tw/
4943,component of acceleration,加速度分量,https://terms.naer.edu.tw/
4944,component of couple,偶力分量,https://terms.naer.edu.tw/
4945,component of impulse,分衡量,https://terms.naer.edu.tw/
4946,component of momentum,分動量,https://terms.naer.edu.tw/
4947,component of velocity,速度分量,https://terms.naer.edu.tw/
4948,component percentages,分項[計價]百分比,https://terms.naer.edu.tw/
4949,component separation,[廢棄物]成分分離法,https://terms.naer.edu.tw/
4950,component wave,成分波,https://terms.naer.edu.tw/
4951,composite,合成；複合圖稿{測量}；合成圖稿{測量},https://terms.naer.edu.tw/
4952,composite action,合成作用,https://terms.naer.edu.tw/
4953,composite assembly,複合材組裝,https://terms.naer.edu.tw/
4954,composite beam,合成梁；複合梁,https://terms.naer.edu.tw/
4955,composite box girder,合成式箱梁；複合式箱梁,https://terms.naer.edu.tw/
4956,composite column,合成柱,https://terms.naer.edu.tw/
4957,composite concrete flexural member,合成混凝土受撓構材,https://terms.naer.edu.tw/
4958,composite construction,合成結構施工,https://terms.naer.edu.tw/
4959,composite door,複合材料門,https://terms.naer.edu.tw/
4960,composite girder,合成梁；複合梁,https://terms.naer.edu.tw/
4961,composite girder bridge,合成梁橋；複合梁橋,https://terms.naer.edu.tw/
4962,composite joist assembly,複合式小梁組裝,https://terms.naer.edu.tw/
4963,composite material,複合材料,https://terms.naer.edu.tw/
4964,composite order,複合柱式,https://terms.naer.edu.tw/
4965,composite panel,複合材板,https://terms.naer.edu.tw/
4966,composite pier,複合橋墩,https://terms.naer.edu.tw/
4967,composite pile,合成式樁；複合式樁,https://terms.naer.edu.tw/
4968,composite region,複合面域{CAD},https://terms.naer.edu.tw/
4969,composite roof panel,複合屋頂板,https://terms.naer.edu.tw/
4970,composite sample,混合樣品；複合樣品；組合樣品,https://terms.naer.edu.tw/
4971,composite sampling,複合採樣；組合採樣,https://terms.naer.edu.tw/
4972,composite section,合成斷面,https://terms.naer.edu.tw/
4973,composite sleeper,合成軌枕,https://terms.naer.edu.tw/
4974,composite structure,複合結構,https://terms.naer.edu.tw/
4975,composite tolerance,複合公差,https://terms.naer.edu.tw/
4976,composite tone,合成色調,https://terms.naer.edu.tw/
4977,composite unit graph,複合單位曲線表圖,https://terms.naer.edu.tw/
4978,composite wall,複合牆體,https://terms.naer.edu.tw/
4979,composite wall panel,複合牆面板,https://terms.naer.edu.tw/
4980,composite window,複合材料窗,https://terms.naer.edu.tw/
4981,composition,拼版,https://terms.naer.edu.tw/
4982,composition of forces,力之合成,https://terms.naer.edu.tw/
4983,composition relation,組成關聯,https://terms.naer.edu.tw/
4984,compost,堆肥,https://terms.naer.edu.tw/
4985,composting,堆肥化,https://terms.naer.edu.tw/
4986,composting toilet,堆肥式廁所,https://terms.naer.edu.tw/
4987,compound,化合物；複合物,https://terms.naer.edu.tw/
4988,compound beam,組合梁,https://terms.naer.edu.tw/
4989,compound breakwater,混合防波堤,https://terms.naer.edu.tw/
4990,compound catenary system,複合懸垂式供電系統；雙線吊架式供電系統,https://terms.naer.edu.tw/
4991,compound clothoid,複合緩和曲線；複合克羅梭曲線；複合螺旋曲線,https://terms.naer.edu.tw/
4992,compound cross-section,組合斷面,https://terms.naer.edu.tw/
4993,compound curvature,複曲率,https://terms.naer.edu.tw/
4994,compound curve,複曲線,https://terms.naer.edu.tw/
4995,compound disaster,複合性災害,https://terms.naer.edu.tw/
4996,compound documents,複合文件,https://terms.naer.edu.tw/
4997,compound dredger,複式浚挖機；複式挖泥機,https://terms.naer.edu.tw/
4998,compound estuary,複合型河口,https://terms.naer.edu.tw/
4999,compound fault,複合斷層,https://terms.naer.edu.tw/
5000,compound hydrograph,複合歷線,https://terms.naer.edu.tw/
5001,compound intersection,多路交叉口,https://terms.naer.edu.tw/
5002,compound lock,複式船閘,https://terms.naer.edu.tw/
5003,compound meter,複式水錶,https://terms.naer.edu.tw/
5004,compound pavement,複式鋪面,https://terms.naer.edu.tw/
5005,compound pipe line,組合管線,https://terms.naer.edu.tw/
5006,compound stress,組合應力,https://terms.naer.edu.tw/
5007,compound truss,組合桁架,https://terms.naer.edu.tw/
5008,compound tube,複合管,https://terms.naer.edu.tw/
5009,compound vortex,組合渦漩,https://terms.naer.edu.tw/
5010,compound water meter,複式水表,https://terms.naer.edu.tw/
5011,compound well,複合井,https://terms.naer.edu.tw/
5012,compreg,膠壓木材,https://terms.naer.edu.tw/
5013,compregnated wood,膠合木,https://terms.naer.edu.tw/
5014,comprehensive development,綜合開發；綜合發展,https://terms.naer.edu.tw/
5015,comprehensive plan,綜合計畫；總體計畫,https://terms.naer.edu.tw/
5016,comprehensive planning,綜合規劃,https://terms.naer.edu.tw/
5017,comprehensive review,通盤檢討,https://terms.naer.edu.tw/
5018,compressed air pile driver,空壓式打樁機,https://terms.naer.edu.tw/
5019,compressed air piping,壓縮空氣管路,https://terms.naer.edu.tw/
5020,compressed air sickness,壓縮空氣症；潛水夫症,https://terms.naer.edu.tw/
5021,compressed air system,壓縮空氣系統,https://terms.naer.edu.tw/
5022,compressed air tank,壓縮空氣儲槽,https://terms.naer.edu.tw/
5023,compressed air tunneling,壓氣式隧道工法,https://terms.naer.edu.tw/
5024,compressed air vibrator,空壓振動器,https://terms.naer.edu.tw/
5025,compressed concrete paving unit,高壓混凝土地磚,https://terms.naer.edu.tw/
5026,compressed-air locomotive,壓縮空氣機車,https://terms.naer.edu.tw/
5027,compressed-air sickness,壓縮空氣症,https://terms.naer.edu.tw/
5028,compressible fluid flow,可壓縮流,https://terms.naer.edu.tw/
5029,compressible insert,可壓縮嵌入物,https://terms.naer.edu.tw/
5030,compression,壓力,https://terms.naer.edu.tw/
5031,compression and cellular seal,壓縮和蜂巢式密封,https://terms.naer.edu.tw/
5032,compression bar,壓力鋼筋；受壓鋼筋,https://terms.naer.edu.tw/
5033,compression failure,壓縮缺陷,https://terms.naer.edu.tw/
5034,compression fan,扇形壓力區,https://terms.naer.edu.tw/
5035,compression field theory,壓力場理論,https://terms.naer.edu.tw/
5036,compression flange,抗壓翼緣；抗壓翼板；受壓翼板,https://terms.naer.edu.tw/
5037,compression garbage truck,壓縮式垃圾車,https://terms.naer.edu.tw/
5038,compression member,壓力構材；受壓構材；抗壓構材,https://terms.naer.edu.tw/
5039,compression modulus,壓縮模數,https://terms.naer.edu.tw/
5040,compression molding,模壓成型,https://terms.naer.edu.tw/
5041,compression reinforcement,抗壓鋼筋；受壓鋼筋,https://terms.naer.edu.tw/
5042,compression seal,壓力填縫材；壓力密封,https://terms.naer.edu.tw/
5043,compression settlement,壓縮沉陷,https://terms.naer.edu.tw/
5044,compression settling,壓密沈降,https://terms.naer.edu.tw/
5045,compression spalling,受壓剝落,https://terms.naer.edu.tw/
5046,compression stress,壓應力,https://terms.naer.edu.tw/
5047,compression test,抗壓試驗,https://terms.naer.edu.tw/
5048,compression wood,壓縮材,https://terms.naer.edu.tw/
5049,compression-controlled columns,壓力控制柱,https://terms.naer.edu.tw/
5050,compression-controlled failure,壓力控制破壞,https://terms.naer.edu.tw/
5051,compression-controlled limit,壓力控制極限,https://terms.naer.edu.tw/
5052,compression-controlled section,壓力控制斷面,https://terms.naer.edu.tw/
5053,compression-controlled strain limit,壓力控制之應變極限,https://terms.naer.edu.tw/
5054,compression-flange flexural resistance,受壓翼緣撓曲阻抗,https://terms.naer.edu.tw/
5055,compressive deflection,壓力變位,https://terms.naer.edu.tw/
5056,compressive flange,受壓翼緣；受壓翼板,https://terms.naer.edu.tw/
5057,compressive force,壓力,https://terms.naer.edu.tw/
5058,compressive load,壓力載重,https://terms.naer.edu.tw/
5059,compressive resistance,壓力阻抗,https://terms.naer.edu.tw/
5060,compressive soil,壓縮性土壤,https://terms.naer.edu.tw/
5061,compressive stability,受壓穩定,https://terms.naer.edu.tw/
5062,compressive strength,抗壓強度,https://terms.naer.edu.tw/
5063,compressive stress,壓應力,https://terms.naer.edu.tw/
5064,compromise,妥協,https://terms.naer.edu.tw/
5065,compromise fishplate,異形魚尾鈑,https://terms.naer.edu.tw/
5066,compromise rail,異形鋼軌,https://terms.naer.edu.tw/
5067,compulsory,遵行,https://terms.naer.edu.tw/
5068,compulsory purchase,強制徵收,https://terms.naer.edu.tw/
5069,compulsory sign,限制標誌,https://terms.naer.edu.tw/
5070,computer aided design,電腦輔助設計,https://terms.naer.edu.tw/
5071,computer aided design (CAD),電腦輔助設計,https://terms.naer.edu.tw/
5072,computer aided design and drafting (CADD),電腦輔助設計與製圖,https://terms.naer.edu.tw/
5073,computer aided design and draughting (CADD),電腦輔助設計與製圖,https://terms.naer.edu.tw/
5074,computer graphics interface (CGI),電腦圖形介面,https://terms.naer.edu.tw/
5075,computer graphics metafile (CGM),電腦圖形資料標準規範,https://terms.naer.edu.tw/
5076,computer output on microfilm (COM),微縮底片電腦輸出,https://terms.naer.edu.tw/
5077,computer virus,電腦病毒,https://terms.naer.edu.tw/
5078,computer vision,電腦視覺,https://terms.naer.edu.tw/
5079,computer worm,電腦蠕蟲,https://terms.naer.edu.tw/
5080,computer-aided architectural design (CAAD),電腦輔助建築設計,https://terms.naer.edu.tw/
5081,computer-aided design (CAD),電腦輔助設計,https://terms.naer.edu.tw/
5082,computer-aided design and drafting (CADD),電腦輔助設計及繪圖,https://terms.naer.edu.tw/
5083,computer-aided facility management (CAFM),電腦輔助設施管理,https://terms.naer.edu.tw/
5084,computer-assisted placement,電腦輔助置放,https://terms.naer.edu.tw/
5085,computerized control system,電腦控制系統,https://terms.naer.edu.tw/
5086,concealed wiring,隱藏配線,https://terms.naer.edu.tw/
5087,concealment covering,遮蔽保護,https://terms.naer.edu.tw/
5088,concentrate,濃縮物,https://terms.naer.edu.tw/
5089,concentrated force,集中力,https://terms.naer.edu.tw/
5090,concentrated load,集中載重,https://terms.naer.edu.tw/
5091,concentrated mass system,質量集中系統,https://terms.naer.edu.tw/
5092,concentrated moment,集中力矩,https://terms.naer.edu.tw/
5093,concentration,濃度；凝聚；濃縮,https://terms.naer.edu.tw/
5094,concentration control,濃度管制；濃度控制,https://terms.naer.edu.tw/
5095,concentration factor,濃縮因數,https://terms.naer.edu.tw/
5096,concentration gradient,濃度梯度,https://terms.naer.edu.tw/
5097,concentration of stress,應力集中,https://terms.naer.edu.tw/
5098,concentration polarization,濃度極化效應,https://terms.naer.edu.tw/
5099,concentration tank,濃縮槽,https://terms.naer.edu.tw/
5100,concentration time,集流時間,https://terms.naer.edu.tw/
5101,concentric tendons,同心鋼腱,https://terms.naer.edu.tw/
5102,concentric zone,同心圓帶,https://terms.naer.edu.tw/
5103,Concentric zone theory,同心圓理論,https://terms.naer.edu.tw/
5104,concentrical prestress,同心預力,https://terms.naer.edu.tw/
5105,concept design,概念設計,https://terms.naer.edu.tw/
5106,concepts relation,概念關聯,https://terms.naer.edu.tw/
5107,conceptual construction,概念構成,https://terms.naer.edu.tw/
5108,conceptual design,概念設計,https://terms.naer.edu.tw/
5109,conceptual design outline,概念設計摘要,https://terms.naer.edu.tw/
5110,conceptual design review (CDR),概念設計審查,https://terms.naer.edu.tw/
5111,conceptual estimate,概算,https://terms.naer.edu.tw/
5112,conceptual extension,概念外延,https://terms.naer.edu.tw/
5113,conceptual model,概念模式,https://terms.naer.edu.tw/
5114,conceptual plan,構想計畫,https://terms.naer.edu.tw/
5115,conceptual scheme,概念體系,https://terms.naer.edu.tw/
5116,concerned chemicals,關注化學物質,https://terms.naer.edu.tw/
5117,concession,認可；特許,https://terms.naer.edu.tw/
5118,conciliator,調解人,https://terms.naer.edu.tw/
5119,concordancy of cable,鋼索同位性,https://terms.naer.edu.tw/
5120,concordant cable,無副力矩鋼索,https://terms.naer.edu.tw/
5121,concordant tendon,協和鋼腱{無垂直變形鋼腱},https://terms.naer.edu.tw/
5122,concordant water level,對應水位,https://terms.naer.edu.tw/
5123,concourse,穿堂層,https://terms.naer.edu.tw/
5124,concrete,混凝土,https://terms.naer.edu.tw/
5125,concrete agitating equipment,混凝土攪拌設備,https://terms.naer.edu.tw/
5126,concrete beam form,混凝土梁模板,https://terms.naer.edu.tw/
5127,concrete beam testing machine,混凝土梁試驗機,https://terms.naer.edu.tw/
5128,concrete bed,混凝土道床；無道碴道床,https://terms.naer.edu.tw/
5129,concrete block,混凝土預鑄塊；混凝土塊；混凝土磚,https://terms.naer.edu.tw/
5130,concrete block anchorage,混凝土錨定塊,https://terms.naer.edu.tw/
5131,concrete block breakwater,混凝土塊防波堤,https://terms.naer.edu.tw/
5132,concrete block yard,混凝土塊場,https://terms.naer.edu.tw/
5133,concrete breaker,混凝土破碎機,https://terms.naer.edu.tw/
5134,concrete breakout failure,混凝土拉破破壞,https://terms.naer.edu.tw/
5135,concrete breakout strength,混凝土拉破強度,https://terms.naer.edu.tw/
5136,concrete brick,混凝土磚,https://terms.naer.edu.tw/
5137,concrete bridge,混凝土橋,https://terms.naer.edu.tw/
5138,concrete caisson,混凝土沈箱,https://terms.naer.edu.tw/
5139,concrete cart,混凝土運送車,https://terms.naer.edu.tw/
5140,concrete cleaning,混凝土表面清理,https://terms.naer.edu.tw/
5141,concrete compressive strength,混凝土抗壓強度,https://terms.naer.edu.tw/
5142,concrete containment structure,混凝土圍阻體結構,https://terms.naer.edu.tw/
5143,concrete cover,混凝土保護層,https://terms.naer.edu.tw/
5144,concrete covering,混凝土保護層,https://terms.naer.edu.tw/
5145,concrete curing,混凝土養護,https://terms.naer.edu.tw/
5146,concrete curing material,混凝土養護材料,https://terms.naer.edu.tw/
5147,concrete cylinder mold,混凝土圓柱試體用模,https://terms.naer.edu.tw/
